synset_id,pos,definition,wiki,example_count,examples_joined,literal_count
TUR10-0426610,v,Kaşıkla yemek,,1,"Sustular, bir zaman konuşmadan çorbalarını kaşıkladılar.|Aç değilim dedi, tabağını kaşıkladı ve kalktı.",1
TUR10-0426620,v,"Kaşıkla yenen yemekleri severek, iştahla yemek",,1,"Yemeğini önüne koymamla tabağını tekrar uzatması bir oldu, bir solukta kaşıklayıvermiş.",1
TUR10-0426680,n,"İçine kaşık, çatal, bıçak vb. konulan kap",,0,,1
TUR10-0426690,a,Kaşık yapmaya elverişli,,1,"Kaşıklık ağaç.|Bu ağaç parçasını atmayalım tam kaşıklık, Behzat amca bir güzel yapar onu.",1
TUR10-0426700,a,Kaşığın alabileceği ölçüde,,1,İki kaşıklık reçel.|E aşk olsun yahu. İki kaşıklık sütlaç bırakmışsınız.,1
TUR10-0426710,n,"Turpgillerden, iskorbüte karşı kullanılan, yaprakları kaşığı andıran, güzel çiçekler açan bir bitki",https://tr.wikipedia.org/wiki/Kaşık_otu,0,,2
TUR10-0426720,n,"Yurdumuzun birçok bölgesinde, parmaklar arasına sıkıştırılmış tahta kaşıklar ile şıkırdatılarak çok hareketli bir biçimde oynanan halk oyunu",https://tr.wikipedia.org/wiki/Kaşık_oyunları,0,,1
TUR10-0426740,v,Vücudun herhangi bir yerindeki kaşıntıyı gidermek için tırnakla veya başka bir şeyle deriyi hafifçe ovmak,,1,Baktı ki doktor sakalını kaşıyarak susuyor.|Yarayı kaşımaya başladığına göre iyileşmeye de başlamış demektir.,1
TUR10-0426810,v,Kendi kendini kaşımak,,1,"Kedi kaşınıyor.|Kedi bir süre kaşındı, sonra kendini bir güzel temizlemeye koyuldu.",1
TUR10-0426820,v,Kötü bir karşılık gerektiren davranışlarda bulunmak,,1,"Sen kaşınıyorsun galiba, git işine, başımı belaya sokma.|İyice kaşınıyor. Hoca tüm gün sinir oldu, başına iş almasa bari.",1
TUR10-0426830,n,"Çeşitli böcek, sinek ve arılar tarafından rahatsız edilen hayvanların kaşınarak rahatlamaları için meranın elverişli yerlerine dikilen ve üzerlerine antiseptik maddeli gres yağı sürülen kazık",,0,,1
TUR10-0426840,n,Vücutta kaşınma isteği uyandıran duygu,https://tr.wikipedia.org/wiki/Kaşıntı,0,,1
TUR10-0426850,a,Kaşıntısı olan,,0,,1
TUR10-0426860,n,"Var olan ancak bilinmeyen bir şeyi bulan, ortaya çıkaran kimse, bulucu",https://tr.wikipedia.org/wiki/Kâşif,0,,3
TUR10-0426870,n,Kaşın düzgün görünmesini sağlayan bir madde,,0,,1
TUR10-0426900,n,"Tekerlek biçiminde, sarı renkte, kaşara benzeyen bir tür peynir",https://tr.wikipedia.org/wiki/Kaşkaval_(peynir),1,"Gittiğimiz tesiste kaşkaval peyniri de varmış, ilk defa yiyeceğim.",1
TUR10-0426920,n,"Gabya ve babafingo çubuklarının topuk taraflarında açılan deliklerden geçirilerek uçları mavnalara dayanan, demir veya ağaç takoz",https://tr.wikipedia.org/wiki/Kaşkaval_(denizcilik),1,Mavnaların dengesini sağlamak için kaşkaval kullanarak yükleri sabitledik.,1
TUR10-0426930,n,Boyun atkısı; atkı,,1,Bir tanesi çenesine yün bir kaşkol bağlamış.,1
TUR10-0426940,n,Ten üzerine giyilen ince kadın fanilası,https://tr.wikipedia.org/wiki/Kaşkorse,0,,1
TUR10-0426960,v,Yüzüğün taşını kaşa oturtmak,,0,,1
TUR10-0426970,a,Herhangi bir nitelikte kaşı olan,,1,Çatık kaşlı adam. İnce kaşlı kadın. Kaşlı yüzük.,1
TUR10-0426980,a,Yüzü güzel olan,,0,,1
TUR10-0427010,n,"İnce, sık bir tür yün",https://tr.wikipedia.org/wiki/Kaşmir_(kumaş),0,,1
TUR10-0427020,a,Bu yünden yapılmış,,1,Kaşmir kazak.,1
TUR10-0427030,n,Hafif üstlük,,1,"Ben güya, kaşpusiyelere bakarken Ayşe Hanım da camdan dışarıyı kolluyordu.",1
TUR10-0427040,n,Bir yapının konut olarak kullanılan bölümlerinden her biri,,1,"Yemekten sonra evin üst katında, ocaklı bir odaya çıktık.|Apartman aile apartmanı, her katında bir aile bulunuyor. İsterseniz en üst kat boş, gezebilirsiniz.|Bu koskoca binanın, pasajın arka tarafında bir kısım daireleri ayrıca kiraya verilmiş.",2
TUR10-0427050,n,"Bir yüzey üzerine az veya çok kalın bir biçimde, düzgün olarak yayılmış bulunan şey",,1,"Bir kat yufka, bir kat peynir.|Pastanın üst katında çikolata sosu vardı.",1
TUR10-0427060,n,Birbiri üzerinde bulunan yassıca maddelerin her biri,,1,"Kafileye muhafız katma|Pastanın en üst katmanı çilek ve damla çikolata ile süslenmiş.|Yığılmış taşların her katı, inşaatın sağlamlığını artırıyordu.|Zemin katmanlarının her bir tabakası, farklı bir jeolojik dönemi temsil ediyor.",3
TUR10-0427070,n,Giyeceklerde takım,,1,"Birer kat elbise ile kalacağız.|Bebek görmeye gidiyoruz, herhalde bir kat elbise almak lazım gelir.",1
TUR10-0427080,n,Bir yapının konut olarak kullanılan bölümlerinden her biri,,1,"Katların her biri, farklı bir tasarıma sahip, bizim katın mutfağını amerikan mutfak yapmışlar.",2
TUR10-0427090,n,Bir şeyin esas tutulan yüzü,,1,"Salim, Sait Faik'in Yaşar Nabi katındaki telif ücretini artırmakta büyük rol oynamıştır.|Görüşmenin esas katı, projeyi tartışmaktı.",2
TUR10-0427100,n,Huzur,,1,Benim yanımda onun hiç değeri yoktur.|Şah hazretleri katında sesini çıkarmaya kim cüret etmiş ola!,1
TUR10-0427120,n,Mevki,,1,"Falanca sandalyesini kaybetmekten çok korkar.|Bu yeni iş, ona önemli bir koltuk kazandırmıştı.|Onun yüksek makamı, ona saygı duyulmasını sağlıyordu.|Yönetim katında, toplantılara katılacak önemli isimler vardı.",8
TUR10-0427140,n,Jeoloji zamanlarından bir dönem içinde oluşmuş katmanlı kayaçlar,,1,Bu dağlık bölgede birçok katlı kayaç gözlemleniyor.,1
TUR10-0427150,n,Tekrarlanan bir sayının toplamı,,1,"6, 9, 12 ve 15 sayıları 3 sayısının katlarındandır.|Beşin katları, çarpım tablosunda en kolayı bence.",1
TUR10-0427170,n,İlgiyi kesme,,0,,1
TUR10-0427180,n,Sonuca bağlama; bitirme,,1,Bu işi bir an önce kata erdiremezsek sunumu da yapamayacağız.,1
TUR10-0427190,n,"Kıyılarımızda yaygın olarak bulunan, yuvarlak tepeli, 5 metre kadar boylu, her dem yeşil, yaprakları küçük ve kenarları testere dişli, çiçekleri yeşilimsi beyaz renkli olan bir süs ağacı",https://tr.wikipedia.org/wiki/Akçakesme,1,"Bahçenin köşesine küçük bir kesme ağacı diktiler.|Kat denilen ağaç böyle bir şeymiş, her mevsim yeşil kalması muhteşem bir özellik.",3
TUR10-0427210,n,Önünden geçilerek kendisine saygı gösterilmek istenen ölünün tabutunun konulması için yapılmış yüksek yer,https://tr.wikipedia.org/wiki/Katafalk,0,,1
TUR10-0427220,n,Dışarıdan gelen bir ışığın etkisiyle geceleyin ışıklı görünen reflektör,,0,,1
TUR10-0427230,n,Klasik Türk müziğinde 8/8'lik bir usul,,0,,1
TUR10-0427240,n,"İlk Hristiyanların kayaları oyarak veya yer altını kazarak uzun dehlizler biçiminde yaptıkları, ölülerini gömdükleri veya tapınak olarak kullandıkları mezarlık",https://tr.wikipedia.org/wiki/Katakomb,0,,1
TUR10-0427260,n,İspanya'nın kuzeydoğusunda Katalan topluluğunun konuştuğu dil,https://tr.wikipedia.org/wiki/Katalanca,0,,1
TUR10-0427270,a,Katalanca dilinde yazılmış olan,,0,,1
TUR10-0427280,n,"İradenin yitimi, dış etkilere karşı duygunluğun ortadan kalkması ve hareket organlarına verilen herhangi bir durumun olduğu gibi sürüp gitmesiyle beliren sendrom",https://tr.wikipedia.org/wiki/Katalepsi,0,,1
TUR10-0427290,a,Katalepsi ile ilgili,,1,"Doktor, hastanın kataleptik durumunu değerlendirmek için birkaç test yaptı.",1
TUR10-0427300,a,Katalepsiye tutulmuş,,1,"O an, kataleptik bir halde, sanki donmuş gibi hiçbir tepki vermedi.",1
TUR10-0427310,a,"Katalizle ilgili, kataliz niteliğinde olan",,0,,1
TUR10-0427320,n,"Tüp gaz ile çalışan, ısıtma amacıyla kullanılan bir tür soba",,0,,1
TUR10-0427330,n,Bir maddenin kimyasal bir tepkimede hiçbir değişmeye uğramadan tepkimenin olmasını veya hızının değişmesini sağlayan etkisi,https://tr.wikipedia.org/wiki/Kataliz,0,,1
TUR10-0427340,n,"Kimyasal tepkimenin olmasını veya hızının değişmesini sağlayan, katalitik etkiye yol açan madde",,0,,1
TUR10-0427350,n,"Kitaplıktaki kitapları veya belli bir daldaki gereçleri, nitelikleri bakımından tanıtmak, arandıklarında bulunmalarını sağlamak amacıyla, yer numaraları belirtilerek hazırlanmış kitap, defter veya fişten oluşan bütün",https://tr.wikipedia.org/wiki/Katalog,1,"Kitap kataloğu|Kütüphanedeki katalog, kitapların yer numaralarını göstererek aradığımız eserleri kolayca bulmamızı sağladı.",2
TUR10-0427380,v,"Kitaplıktaki veya belli bir daldaki gereçleri yer numarası, bibliyografik kimlik vb. bakımından tespit etmek",,0,,1
TUR10-0427410,n,"İki çeneklilerden, yaprakları çok iri ve kalp biçiminde, çiçekli bir süs bitkisi",https://tr.wikipedia.org/wiki/Katalpa,0,,1
TUR10-0427420,n,Birbirine paralel tutulmuş iki ağaç kütükten yapılan tekne,https://tr.wikipedia.org/wiki/Katamaran,0,,1
TUR10-0427440,n,Taşıt dizisi,,1,"Otomobil katarı. Yük katarı.|Tren istasyonunda, yeni bir katarın hareket etmek üzere hazırlandığını gördük.",1
TUR10-0427450,n,Bir arada giden veya uçan hayvan dizisi,,1,"Başlarının üstünden katar olmuş bir turna sürüsü süzüldü geçti.|Karınca katarı gibi yükünü omuzlamış insanlar gördük, yurdunu yuvasını bırakmak zorunda kalan mazlumları.",1
TUR10-0427480,v,"Katar durumuna getirmek, arka arkaya dizmek",,0,,1
TUR10-0427510,n,Göçücü balıkların kışa doğru Karadeniz'den Akdeniz'e geçmesi,,0,,1
TUR10-0427530,n,Piskoposluk makamı olan büyük kilise,https://tr.wikipedia.org/wiki/Katedral,1,Katedralin önü turistlerle dolu.,2
TUR10-0427560,a,Kesin; açık,,0,,1
TUR10-0427570,b,Şartsız olarak; kesinlikle,,0,,1
TUR10-0427600,v,Düzgün parçalara ayırmak,,1,Eti kesmek. Patatesi kesmek.|Çocukluğumuzda evcilik oynarken yaprakları kat etmek için tahta parçalarını bıçak gibi kullanırdık.|Çocukluğumuzda evcilik oynarken yaprakları katetmek için tahta parçalarını bıçak gibi kullanırdık.|Pastayı küçük dilimlere kesmek herkesin kolayca almasını sağladı.,2
TUR10-0427610,v,"Bir yeri aşarak geçmek, yol olmak",,1,"Kentten kete gidiyoruz, uzun kara yolları katediyoruz.|Epey yol kat ettik, kasabaya yaklaştık diye tahmin ediyorum.|Epey yol katettik, kasabaya yaklaştık diye tahmin ediyorum.",1
TUR10-0427620,n,"Ameliyatlarda yaraları dikmek için kullanılan, bağırsaktan yapılmış iplik",,0,,1
TUR10-0427630,a,Sert,,1,"Bu yumurta katı olmuş|Bu kaplama, oldukça katı bir yüzeye sahip olduğu için dayanıklı.",1
TUR10-0427650,a,Düşünce ve davranışlarında belli ilkelere sıkı sıkıya bağlı olan,,1,İşinde katı kurallara bağlı kalan birisi olarak tanınır.,1
TUR10-0427690,n,"Ekmekle karın doyurmak gerektiğinde, ekmeğe katılan peynir, zeytin, helva vb. yiyecek",,1,"Birkaç günlük ekmeğini, katığını köyden getirirdi.|Yanında biraz peynir vardı; ekmeğine katık edip açlığını bastırdı.",1
TUR10-0427700,n,Süt veya yoğurt yayıkta çalkalanarak yağı alındıktan sonra kalan sulu bölüm,,1,"Ayran içmeye geldik, ara açmaya gelmedik.|Yayık yaptıktan sonra geriye kalan katığı ayran niyetine içtiler.",2
TUR10-0427710,a,Katı yürekli kimse,,0,,1
TUR10-0427750,v,Çorbayı yoğurtlamak,,1,Çorbayı tatlandırmak için biraz yoğurt katıklamayı unutmamıştı.,1
TUR10-0427760,a,İçinde katık bulunan,,0,,1
TUR10-0427770,n,Bulgur veya yarmadan yapılan yoğurtlu çorba,,0,,1
TUR10-0427780,a,"Ekmekle karın doyurmak gerektiğinde, ekmeğe konulan peynir, zeytin, helva vb. yiyecek",,1,Biraz da katıksız ekmek yiyin.|Yanında katıksız bir ekmekle uzun yolculuğa çıktı.,2
TUR10-0427800,a,"Belli bir yerden, belli bir soydan gelen",,1,"Katıksız İstanbul çocuğu, Boğaziçi çocuğudur o.|O, Anadolu’nun katıksız bir Türkmen evladıdır.",1
TUR10-0427810,a,Niteliği başka hiçbir etkiyle bozulmamış olan; tam,,1,"... öfkesi, sevgisi katıksız, kaya gibi sağlam ve güvenilir adam...|Ona duyduğu sevgi katıksız ve içtendi.",1
TUR10-0427820,n,Suçlu eri yalnızca ekmek ve su vererek hapsetme,,0,,1
TUR10-0427850,v,"Çizilmesi, kırılması, buruşması, kesilmesi veya çiğnenmesi güç duruma gelmek",,1,"Ekmek katılaşmış , yenilmiyor .|Çimento döküldükten sonra sertleşmeye başladı.|Soğuyunca yemek katılaştı, çatalı batırmak zorlaştı.|Yıllarca güneşte kaldığı için deri ceket iyice katılanmış, esnekliğini yitirmişti.",4
TUR10-0427860,v,"İz bırakmak, belirgin duruma gelmek",,1,"Bu tutumundan hoşlanmadığını belirten bir küçümsemenin çizgileri dondu, katılaştı yüzünde.|Yılların yorgunluğu yüzünde katılaşmış, derin çizgiler bırakmıştı.",1
TUR10-0427890,n,"Hücreleri şekilsiz bir ara madde içinde bulunan, organların asıl dokularının aralarını dolduran doku",,0,,2
TUR10-0427910,n,"Bir nesnenin, boyut değişikliklerine sebep olan etki ortadan kalktıktan sonra da bu boyutları koruma özelliği",,1,"Metalin katılığı, ona uygulanan kuvvet kalktıktan sonra bile şeklini korumasını sağladı.",1
TUR10-0427920,n,"Acımasız, duygusuz olma durumu",,1,"Öğretmenlik için lazım gelen metaneti ve kalp katılığını belki bu sayede kazanırım.|Müdürün katılığı, çalışanların ona olan sempatisini zedelemişti.",1
TUR10-0427930,n,İletişim veya ortak davranışta bulunma yoluyla belirli bir toplumsal duruma girme süreci,,0,,3
TUR10-0427940,n,"Kongre, bilgi şöleni vb. çalışmalara katılanlara, katıldıklarına ilişkin olarak düzenleyenler tarafından verilen belge",,0,,1
TUR10-0427960,n,Herhangi bir toplantıda yöneticiden söz alıp konuşmaya katılan kişi,,1,"Toplantıda ilk sözü alan katılımcı, projeyle ilgili önemli görüşlerini paylaştı.",1
TUR10-0427970,n,Toplumun kişileri ve kurumlarıyla geniş katılımının sağlandığı demokratik yapılanma,https://tr.wikipedia.org/wiki/Katılımcı_demokrasi,0,,1
TUR10-0428020,n,Kişinin kurucu ve saklayıcı kuruma karşı sahip olduğu hakları taşıyan ve fona ne kadar pay ile katıldığını gösteren kıymetli evrak,,0,,1
TUR10-0428040,v,"Bir topluluğa girmek, iştirak etmek",,1,Topal eşekle kervana katılmak|Ben de aranıza katılabilir miyim?,2
TUR10-0428050,v,"Ortak olmak, benimsemek",,1,Düşüncenize ben de katılıyorum. Garson da belli belirsiz katılıyor bu gülüşe.|Diğerleri ne düşünüyor bilmiyorum ama ben bu konuda sana katılıyorum.,2
TUR10-0428060,v,"Aşırı derecede gülme, ağlama, gıdıklanma, korkma vb. tepkiler sırasında, solunum kaslarının kasılması üzerine soluk kesilmek",,1,"Çocuk ağlamaktan katılacak|Bebeklerin çok gülmesi ya da ağlaması iyi olmazmış, annem çok fazla güldürürsen karnı katılır derdi.",1
TUR10-0428100,n,Katma işi,,1,Koç katımı.,1
TUR10-0428110,a,Bir kezde katılacak miktarda olan,,0,,1
TUR10-0428120,n,Birbirine katılmış karışık şeylerin her biri,,1,Birçok dillerin katıntısı bir lehçe.,1
TUR10-0428130,a,Hayvan sürüsüne dışarıdan gelip katılan hayvan,,0,,1
TUR10-0428140,n,"Atgillerden, kısrak ile erkek eşeğin çiftleşmesinden doğan melez hayvan",https://tr.wikipedia.org/wiki/Katır,1,Otomobilimizi gören katırlar ejderha görmüşcesine kaçışıyorlar.|Otomobilimizi gören katırlar ejderha görmüşçesine kaçışıyorlar.,1
TUR10-0428150,a,"Kaba, bayağı, görgüsüz kimse",,1,"Büyük bir restoranda oturmasına rağmen, katır bir tavırla garsona bağırarak sipariş verdi.",1
TUR10-0428160,n,"Çoğu binek hayvanlarının boynuna süs olarak takılan, mavi camdan iri boncuk",,1,"Katır boncuğu, köydeki atların ve katırların boyunlarına takıldığında onlara farklı bir hava katıyor.|Katırboncuğu, köydeki atların ve katırların boyunlarına takıldığında onlara farklı bir hava katıyor.",1
TUR10-0428170,n,Bu boncuklarla birlikte dizilen küçük deniz kabukları,,1,"Yaz tatilinde, plajda bulduğum küçük deniz kabukları ile evdeki katır boncuğunu aynı ipe dizdim, evimin dekorasyonuna renk kattı.|Yaz tatilinde, plajda bulduğum küçük deniz kabukları ile evdeki katırboncuğunu aynı ipe dizdim, evimin dekorasyonuna renk kattı.",2
TUR10-0428180,n,Katırlarını kira ile işleten veya katırlarla eşya taşıyan kimse,,0,,1
TUR10-0428190,n,Katır kiraya verme veya katırla yük taşıma işi,,0,,1
TUR10-0428210,n,Çocuğu olmayan evli kadın,,1,"Çocuğu olmaz bir katır karıdır, kocası üstüne bir daha evlenmiş diyorlar.",1
TUR10-0428220,n,"Kaba, görgüsüz kadın",,1,"O, katır karı tavırlarıyla her ortamda dikkat çekiyor, ancak kimse onunla arkadaş olmak istemiyor.",1
TUR10-0428230,a,Sert duruma gelmiş; sertleşmiş,,1,Katır kutur ayakkabılar.|Güneşin altında uzun süre kalan kayısılar katır kutur hale gelmiş.,1
TUR10-0428240,b,Sert ve kaba ses çıkararak,,1,"Ayvayı katır kutur yedi.|Adam, kalemi yere düşürürken masaya hart hart vurdu ve herkes dönüp ona baktı.",1
TUR10-0428250,n,"Baklagillerden, çiçekleri sarı ve şemsiye durumunda olan acı bir bitki",,0,,1
TUR10-0428270,v,Huysuzca davranışlarda bulunma,,0,,5
TUR10-0428280,n,"İnatçı, huysuz olma durumu",,0,,1
TUR10-0428290,n,"Baklagillerden, dalları çok ince, çiçekleri sarı, bazı türleri hekimlikte idrar söktürücü olarak kullanılan bir bitki",https://tr.wikipedia.org/wiki/Katırtırnağı,0,,1
TUR10-0428300,n,Bir tür engerek,,0,,2
TUR10-0428310,n,Sert ve kırıcı söz,,0,,1
TUR10-0428360,n,Benzer olmayan maddelerden oluşmuş bütün,,0,,2
TUR10-0428400,n,Bir şeyin içine başka bir madde karıştırma,,0,,2
TUR10-0428460,a,Şüphe ve duraksamaya yer bırakmayan veya geri dönülmeyen; değişmez; mutlak; maktu,,1,"Cem dayattı ve bu rolü asla kabul etmeyeceğini kati bir dille bildirdi.|Bilimsel bulgular, kat'î bir şekilde deneylerle kanıtlandı ve artık tartışmaya açık değil.|Cem dayattı ve bu rolü asla kabul etmeyeceğini kat'î bir dille bildirdi.",2
TUR10-0428470,n,Kadın sekreter,,1,Şu bizim delişmen küçük kâtibe mi?,2
TUR10-0428480,n,"Çeşitli belge ve işlemlere geçerlik kazandırmak, yasanın öngördüğü diğer görevleri yerine getirmekle yükümlü, belli nitelikleri ve kendine özgü bir hukuk statüsü olan kamu görevlisi",https://tr.wikipedia.org/wiki/Noter,0,,4
TUR10-0428490,n,İnsan öldüren kimse; cani,,1,Öldürdüğü güzele ağlayan bu katilin / Elleri kanlı fakat gözyaşları temizdi,1
TUR10-0428530,v,Kesin bir durum almak,,1,"Burada kalmamız kesinleşti.|Proje onaylandıktan sonra, tüm detaylar kesinleşmek üzereydi.",2
TUR10-0428570,n,Bir binanın üstüne kat yapma iznini veren hak,,0,,1
TUR10-0428580,n,İhaleyi kazanan firmadan istenen teminat,,0,,1
TUR10-0428610,n,Kesin olma durumu veya kesin davranış,,1,"Bu sözde kesinlik yok.|Bu işin sonucu hakkında hiçbir kesinlik yoktu, herkes farklı bir şey söylüyordu.",2
TUR10-0428630,b,Çok; pek çok,,1,"Bu, ondan kat kat güzel.|Yazın sıcak günlerinde, bu şehirde kat kat fazla insan kalabalığına denk geliyoruz.",3
